image_id,caption
100343,"a snowy landscape featuring a road junction sign for "" route 66, "" with vehicles in the background and a frozen pond."
100344,"a collection of books on display, featuring titles by ben elton, on psychology, food, and faith."
100345,"a sign welcomes visitors to the playground at truckers playground, com, with images of children and playful artwork."
100346,"the image features a promotional poster for "" nonnily montenda, "" showcasing colorful characters and an anime theme, promoting a store opening."
100347,"a billboard promoting the american airlines most visible network, featuring a man speaking into a microphone."
100348,"the image features a building labeled "" the hollywood tower hotel, "" with smoke rising, creating a dramatic exterior design."
100349,"framed artwork featuring two figures discussing art, labeled "" oudoldi and "" jethouse, "" highlighting its artistic significance in visualizing contemporary artworks."
100350,"the image showcases a mobile phone and a computer monitor, both displaying an athletic website. the mobile phone displays sports content."
100351,"a vintage braun watch resting on a glove, featuring a gold - tone face and a black band, on a soft background."
100352,"a boy jumps on a tram, while a girl in a blue dress looks on, with a man nearby."
100353,"a person is using a laptop to access code on a screen, with a visible keyboard below."
100354,"a colorful sign featuring the name "" mekong "" with decorative fish, indicating a location in a foreign language."
100355,"two girls stand near a waterfall in a rocky area, smiling as they pose near a waterfall in the rock."
100356,"the image shows a blue container with a label, a bottle of water, and a can of diet coke."
100357,"a bright yellow building with a sign, featuring people outside, features a pharmacy and retail storefronts."
100358,"mcdonald ' s billboard features the iconic golden arches, promoting a healthy food matters. slogan against eating and water."
100359,"four women pose together in front of a colorful double - decker tram, with city buildings and a traffic signal in the background."
100360,"a black coffeemaker with a glass carafe sits on a countertop, featuring the logo "" mr. coffee. """
100361,a bottle of banzai ' s vegetable ale next to a glass filled with amber beer and foam.
100362,"a quaint building with a sign reading "" panton arms "" and a traffic sign showing "" no traffic "" nearby."
100363,"a man in a red jacket stands near a table, while another man sorts clothing at a market."
100364,"the image showcases a grand historic building with ornate architecture, featuring multiple large windows and a decorative staircase."
100365,"a group of young men enjoying food at an outdoor event, with people enjoying in the background."
100366,"a person sits at a desk with multiple computer monitors and laptop, monitoring data on the screen above."
100367,"a cricket match scene showing a pitcher throwing, players in blue uniforms, and spectators in the stands."
100368,"a race car with orange branding is driving on a track, showcasing its rear wing and racing number."
100369,"a vintage baseball team poses together, wearing matching uniforms, with a bat in hand and a man seated behind them."
100370,"vintage advertisement for "" p - v - i + 4, "" featuring a woman with elegant hairtyle, highlighting the film ' s name and details."
100371,"a close - up of a watch with a black face and silver band, beside a drink glass."
100372,"two football players in blue and green uniforms jog on the field, with a crowd in the background."
100373,"a young man with dark hair wears a headset, displaying a call symbol, possibly using a mobile phone."
100374,"a white gift box tied with a light brown ribbon, labeled "" rachene glieterre "" in elegant metallic lettering."
100375,"the image shows an open book with illustrations and descriptions of various vehicles, including cars and cassette tapes."
